,type,seed,difficulty,dnn_xs,dnn_m,lstm_xs,open_lstm_m,last_value,regression,arima,entropy
59,size_1000_seed_60_config_piecewise_linear_num_seg_6_lookback_10,60,6,0.006984451785683632,0.015690797939896584,0.01801876537501812,0.0033477037213742733,0.0012385147856548429,0.0002747498353322356,0.0010064544066244105,2.3483626493647223
60,size_1000_seed_61_config_piecewise_linear_num_seg_7_lookback_10,61,7,0.02056075818836689,0.006263562478125095,0.017243294045329094,0.000728706712834537,0.000278185005299747,1.6291936234535953e-08,0.0005675907099637934,1.748008942585964
61,size_1000_seed_62_config_piecewise_linear_num_seg_7_lookback_10,62,7,0.004351320676505566,0.03452780842781067,0.06287276744842529,0.01384701393544674,0.0030580400489270687,4.445357871946109e-09,0.0034309501884106064,1.5485405673477073
62,size_1000_seed_63_config_piecewise_linear_num_seg_7_lookback_10,63,7,0.010762767866253853,0.01539607159793377,0.057298969477415085,0.0013261616695672274,0.000597164616920054,0.0005063512722651109,0.000906912352012833,2.101788635268106
63,size_1000_seed_64_config_piecewise_linear_num_seg_7_lookback_10,64,7,0.0023676827549934387,0.007080094423145056,0.024525079876184464,0.005653015337884426,0.0010977652855217457,0.0001298025020708646,0.0016193873106819582,1.7233177080829298
64,size_1000_seed_65_config_piecewise_linear_num_seg_7_lookback_10,65,7,0.013007662259042263,0.011031916365027428,0.06361768394708633,0.00174059031996876,0.0021050500217825174,2.030531569330307e-08,0.004536893542438439,2.368812535020606
65,size_1000_seed_66_config_piecewise_linear_num_seg_7_lookback_10,66,7,0.03680731728672981,0.04023178666830063,0.06631167232990265,0.016988450661301613,0.0033522825688123703,0.000837770303090416,0.004806635745841241,1.9293500374593595
66,size_1000_seed_67_config_piecewise_linear_num_seg_7_lookback_10,67,7,0.0035377407912164927,0.016424110159277916,0.006460081320255995,0.0007085028337314725,0.0018600625917315483,7.917483640929035e-09,0.0038573064705680767,2.198815904501518
67,size_1000_seed_68_config_piecewise_linear_num_seg_7_lookback_10,68,7,0.005765776615589857,0.029184529557824135,0.012870881706476212,0.008091812953352928,0.0026065788697451353,1.4305114749979531e-08,0.004133535562284776,2.1145185908370987
68,size_1000_seed_69_config_piecewise_linear_num_seg_7_lookback_10,69,7,0.0063486043363809586,0.021661726757884026,0.15919582545757294,0.016325591132044792,0.003610891755670309,1.8477439863717748e-08,0.002429919237407423,2.037794694440834
69,size_1000_seed_70_config_piecewise_linear_num_seg_7_lookback_10,70,7,0.030386539176106453,0.009238628670573235,0.015100552700459957,0.00041715786210261285,0.0009976475266739726,6.812624634214282e-10,0.0009087512101137619,2.113575710016161
70,size_1000_seed_71_config_piecewise_linear_num_seg_8_lookback_10,71,8,0.008707237429916859,0.010748139582574368,0.004496126901358366,0.0015698670176789165,0.0022986868862062693,0.00024055248498917132,0.002223979177478028,2.222414807440652
71,size_1000_seed_72_config_piecewise_linear_num_seg_8_lookback_10,72,8,0.0010480869095772505,0.01950942724943161,0.004000547342002392,0.0004277819534763694,0.00018169403483625501,4.246882597605972e-05,0.00046286209462591656,1.7571839336051824
72,size_1000_seed_73_config_piecewise_linear_num_seg_8_lookback_10,73,8,0.012469809502363205,0.01328291930258274,0.009401047602295876,0.005299423821270466,0.0015073451213538647,0.0003517577747503915,0.001495626680932695,2.1034712132212663
73,size_1000_seed_74_config_piecewise_linear_num_seg_8_lookback_10,74,8,0.005791864823549986,0.014816975221037865,0.03574578836560249,0.006983211264014244,0.0010704165324568748,1.9510587064841546e-08,0.0021909841897150093,2.0407379758960915
74,size_1000_seed_75_config_piecewise_linear_num_seg_8_lookback_10,75,8,0.014749011024832726,0.014590156264603138,0.011901083402335644,0.007130080368369818,0.0025211828760802746,0.000546415805816653,0.002793407129914149,2.138634737325875
75,size_1000_seed_76_config_piecewise_linear_num_seg_8_lookback_10,76,8,0.002316710539162159,0.0022909038234502077,0.006045875605195761,0.011199862696230412,0.000924242427572608,4.46375509103128e-05,0.0009060889859923019,2.2769322901610365
76,size_1000_seed_77_config_piecewise_linear_num_seg_8_lookback_10,77,8,0.030607307329773903,0.023474926128983498,0.011023841798305511,0.012715542688965797,0.002268965356051922,1.8239021333243956e-08,0.0038332336867411844,1.896828883145853
77,size_1000_seed_78_config_piecewise_linear_num_seg_8_lookback_10,78,8,0.013293378055095673,0.05902476608753204,0.011273493990302086,0.005901272874325514,0.001938279834575951,0.00012076016267140943,0.0027711153190509664,2.070416102966537
78,size_1000_seed_79_config_piecewise_linear_num_seg_8_lookback_10,79,8,0.07075773179531097,0.06626009941101074,0.019983241334557533,0.026978865265846252,0.010801740922033787,0.004511100153128309,0.01096370034990824,1.8203966388214465
79,size_1000_seed_80_config_piecewise_linear_num_seg_8_lookback_10,80,8,0.0110218096524477,0.015685295686125755,0.004660310689359903,0.003600982017815113,0.0008376002078875899,0.00024737366040548383,0.001389456901363965,2.20125678764884
