,type,seed,difficulty,lstm,custom_lstm,small_lstm,very_small_lstm,last_value_loss,entropy
390,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,391,40,0.0211375430226326,0.015079784207046032,0.018050197511911392,0.015386752784252167,0.013946693390607834,2.7407877136618284
391,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,392,40,0.07836222648620605,0.024255692958831787,0.0199534110724926,0.023157916963100433,0.017124712467193604,2.479031519116446
392,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,393,40,0.01818264275789261,0.015205545350909233,0.01871359720826149,0.021333441138267517,0.012737106531858444,2.2735206132421197
393,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,394,40,0.0010489621199667454,0.0008401980740018189,0.00030770301236771047,0.01516773458570242,0.00015296875790227205,2.319697154617416
394,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,395,40,0.02611796371638775,0.009408688172698021,0.01140595879405737,0.010270950384438038,0.008734030649065971,2.7031040354016778
395,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,396,40,0.0033598507288843393,0.00313386507332325,0.02257831022143364,0.08569520711898804,0.0021090263035148382,2.1881226362649486
396,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,397,40,0.027304058894515038,0.017913566902279854,0.019991884008049965,0.02116081863641739,0.01625145971775055,2.54447832051076
397,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,398,40,0.021991079673171043,0.005131378769874573,0.007548881694674492,0.0064101312309503555,0.004240138456225395,2.6709048901573045
398,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,399,40,0.03919047862291336,0.0193119328469038,0.014699840918183327,0.023750493302941322,0.012324289418756962,2.547844877362033
399,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,400,40,0.03465836122632027,0.011429309844970703,0.007812144700437784,0.02487734518945217,0.007210263516753912,2.4293479543065235
400,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,401,41,0.0017686450155451894,0.0011783391237258911,0.0032519109081476927,0.00398821709677577,0.0010952323209494352,2.5195848421428164
401,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,402,41,0.05599247291684151,0.011378074064850807,0.011067024432122707,0.020008178427815437,0.009412029758095741,2.547652691628509
402,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,403,41,0.016422338783740997,0.01157089602202177,0.011205804534256458,0.014778858050704002,0.009780384600162506,2.689844483255157
403,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,404,41,0.029727887362241745,0.015037976205348969,0.015113592147827148,0.0345439612865448,0.01150871068239212,2.5682939482257092
404,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,405,41,0.005014869384467602,0.0034998964983969927,0.004199754446744919,0.006576073355972767,0.002943354193121195,2.6131018369388785
405,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,406,41,0.0368804968893528,0.02267550490796566,0.019045207649469376,0.022865643724799156,0.015833117067813873,2.5685642192156437
406,size_1000_seed_0_config_piecewise_constant_num_seg_1_lookback_10,407,41,0.09797301888465881,0.04417001083493233,0.0275108739733696,0.0527055598795414,0.023922504857182503,2.3911003398757993
