,name,repeats,lstm_xs,open_lstm_m,dnn_xs,dnn_m,cnn_xs,cnn_m,last_value,regression,arima,knn,sample_entropy,mad,num_edges,compression,perm_entropy
94,mixed_2,0,0.012302578426897526,0.006961163133382797,0.015546593815088272,0.012891842983663082,0.01450268179178238,0.014967447146773338,0.0035388064570724964,0.004021521290143329,0.004422390459462644,0.0033129882006683654,0.18379483854543802,0.005788236255276359,0.42342342342342343,1.5625,1.340051648267319
95,mixed_2,1,0.03692331165075302,0.005849423818290234,0.012455487623810768,0.013733579777181149,0.01950916089117527,0.014659409411251545,0.0035388064570724964,0.004021521290143329,0.004422390459462644,0.0033129882006683654,0.18379483854543802,0.005788236255276359,0.42342342342342343,1.5625,1.340051648267319
96,mixed_3,0,0.011596535332500935,0.007965249940752983,0.03336689993739128,0.02041161246597767,0.1192733496427536,0.05560190603137016,0.0018657025648280978,0.0019483242444694043,0.002113301507561481,0.0018413974463127364,0.18366750022571032,0.0027556384129619428,0.27927927927927926,1.609375,1.091731805501484
97,mixed_3,1,0.05168039724230766,0.004151409491896629,0.046590134501457214,0.045685064047575,0.038723524659872055,0.06504601240158081,0.0018657025648280978,0.0019483242444694043,0.002113301507561481,0.0018413974463127364,0.18366750022571032,0.0027556384129619428,0.27927927927927926,1.609375,1.091731805501484
98,mixed_4,0,0.07044902443885803,0.004800562281161547,0.006363574881106615,0.005549638066440821,0.09466160833835602,0.024495646357536316,0.002288922667503357,0.001113548159599297,0.001299835746852237,0.0018705051064447197,0.18129104911489288,0.0014714303122866537,0.1941941941941942,1.546875,0.8400965588069027
99,mixed_4,1,0.12301423400640488,0.008074386976659298,0.017959605902433395,0.006467112340033054,0.04169045388698578,0.03208431601524353,0.002288922667503357,0.001113548159599297,0.001299835746852237,0.0018705051064447197,0.18129104911489288,0.0014714303122866537,0.1941941941941942,1.546875,0.8400965588069027
100,mixed_5,0,0.024187728762626648,0.01208396628499031,0.01777626946568489,0.008607213385403156,0.028554387390613556,0.04113207384943962,0.010675625875592232,0.033126894195874536,0.0027328447826716297,0.003656697914763729,0.3083003233146652,0.010902713457078326,0.13413413413413414,1.546875,0.8067097408187387
101,mixed_5,1,0.019930563867092133,0.011631841771304607,0.013606169261038303,0.020805547013878822,0.030154144391417503,0.047651633620262146,0.010675625875592232,0.033126894195874536,0.0027328447826716297,0.003656697914763729,0.3083003233146652,0.010902713457078326,0.13413413413413414,1.546875,0.8067097408187387
102,mixed_6,0,0.04113157093524933,0.03523097559809685,0.02108083665370941,0.0018002265132963657,0.009498482570052147,0.0012587388046085835,0.07497802376747131,0.0562433048610886,0.07175156332890943,0.005213367514061087,0.4567209287508701,0.07561703766589654,0.6316316316316316,2.078125,1.2296074644399744
103,mixed_6,1,0.022170545533299446,0.07842251658439636,0.017753276973962784,0.004318316001445055,0.010609176941215992,0.0012094039702787995,0.07497802376747131,0.0562433048610886,0.07175156332890943,0.005213367514061087,0.4567209287508701,0.07561703766589654,0.6316316316316316,2.078125,1.2296074644399744
104,mixed_7,0,0.03356407210230827,0.02742878347635269,0.024082763120532036,0.023070557042956352,0.0272971298545599,0.028233695775270462,0.04254136234521866,0.03042167731126149,0.031162894998548265,0.0020756110592641806,0.44136742767470144,0.04235835750393892,0.8428428428428428,1.5625,1.001656611473662
105,mixed_7,1,0.032894548028707504,0.018889980390667915,0.028315024450421333,0.018455127254128456,0.026554850861430168,0.02714807540178299,0.04254136234521866,0.03042167731126149,0.031162894998548265,0.0020756110592641806,0.44136742767470144,0.04235835750393892,0.8428428428428428,1.5625,1.001656611473662
106,mixed_8,0,0.031231965869665146,0.018780427053570747,0.019111735746264458,0.009770030155777931,0.02299526520073414,0.025711508467793465,0.01907951571047306,0.031428331454594935,0.019921703875409237,0.0009063452095617519,0.23391488633647173,0.01898784662229917,0.4444444444444444,1.546875,0.7621297476201127
107,mixed_8,1,0.020696820691227913,0.018339287489652634,0.01845044642686844,0.013707835227251053,0.02416350319981575,0.024412667378783226,0.01907951571047306,0.031428331454594935,0.019921703875409237,0.0009063452095617519,0.23391488633647173,0.01898784662229917,0.4444444444444444,1.546875,0.7621297476201127
108,mixed_9,0,0.09007497876882553,0.09406165778636932,0.015730101615190506,0.0077412803657352924,0.04825590178370476,0.017372099682688713,0.03406606242060661,0.02656301001707713,0.028745128882250316,0.002375486426653909,0.3547330570135591,0.03484485434989104,0.4994994994994995,1.796875,0.7606421988786422
109,mixed_9,1,0.05332989618182182,0.026953652501106262,0.028817960992455482,0.007816665805876255,0.04848507046699524,0.01815909706056118,0.03406606242060661,0.02656301001707713,0.028745128882250316,0.002375486426653909,0.3547330570135591,0.03484485434989104,0.4994994994994995,1.796875,0.7606421988786422
110,gait_1,0,0.007033438887447119,0.00471456628292799,0.014054974541068077,0.008571813814342022,0.0131575558334589,0.008425085805356503,0.006319759879261255,0.015323327163855238,0.005637433665405562,0.007394216368701024,0.2987012237433467,0.012058731430945515,0.06006006006006006,1.609375,0.5709595814555622
111,gait_1,1,0.011151342652738094,0.006914034020155668,0.01400930155068636,0.007686296012252569,0.011244693771004677,0.010171410627663136,0.006319759879261255,0.015323327163855238,0.005637433665405562,0.007394216368701024,0.2987012237433467,0.012058731430945515,0.06006006006006006,1.609375,0.5709595814555622
112,gait_2,0,0.008621159009635448,0.00789877213537693,0.040592871606349945,0.012211441993713379,0.013512054458260536,0.009739604778587818,0.012210301123559475,0.021518981322646145,0.010366140482311097,0.011864101760914956,0.3233451530604626,0.011150295568002446,0.04904904904904905,1.6875,0.5354310172245607
113,gait_2,1,0.011435546912252903,0.007188528310507536,0.02702339179813862,0.009354868903756142,0.01953398995101452,0.011017510667443275,0.012210301123559475,0.021518981322646145,0.010366140482311097,0.011864101760914956,0.3233451530604626,0.011150295568002446,0.04904904904904905,1.6875,0.5354310172245607
114,gait_3,0,0.006231807637959719,0.004755047149956226,0.012592894956469536,0.007944866083562374,0.03368181735277176,0.016468113288283348,0.0168917253613472,0.02296640900770823,0.0062029028001652844,0.017220275413501268,0.27091460942185297,0.010175823929793496,0.07207207207207207,1.78125,0.6212465385750735
115,gait_3,1,0.012489122338593006,0.005799297709017992,0.013936927542090416,0.01299090776592493,0.01979556493461132,0.008701265789568424,0.0168917253613472,0.02296640900770823,0.0062029028001652844,0.017220275413501268,0.27091460942185297,0.010175823929793496,0.07207207207207207,1.78125,0.6212465385750735
116,gait_4,0,0.009176546707749367,0.006713624577969313,0.013444229029119015,0.008959862403571606,0.015555801801383495,0.011164002120494843,0.008856356143951416,0.017755004823207857,0.010068222015630856,0.009425772967400194,0.3445959430584136,0.011575126865863575,0.055055055055055056,1.71875,0.5650662109022349
117,gait_4,1,0.007195854559540749,0.008793752640485764,0.011212277226150036,0.01063930056989193,0.011550716124475002,0.008839861489832401,0.008856356143951416,0.017755004823207857,0.010068222015630856,0.009425772967400194,0.3445959430584136,0.011575126865863575,0.055055055055055056,1.71875,0.5650662109022349
118,gait_5,0,0.017927374690771103,0.011771881952881813,0.02708946168422699,0.018404509872198105,0.041128210723400116,0.018106024712324142,0.021730897948145866,0.03495099255442619,0.020001030911944388,0.02268077979866815,0.33524712326048295,0.013693748652963241,0.04904904904904905,1.625,0.5384432840696286
119,gait_5,1,0.0216961856931448,0.01227657776325941,0.019394539296627045,0.029044892638921738,0.02509596198797226,0.014187945984303951,0.021730897948145866,0.03495099255442619,0.020001030911944388,0.02268077979866815,0.33524712326048295,0.013693748652963241,0.04904904904904905,1.625,0.5384432840696286
120,apple_1h,0,0.018315531313419342,0.015572811476886272,0.03267648443579674,0.02268373966217041,0.0386638306081295,0.038927674293518066,0.013426404446363449,0.020169933756192523,0.019638797974613965,0.01591688197217735,0.3954081226072433,0.016084296881467286,0.4854854854854855,1.890625,1.4477730714635437
121,apple_1h,1,0.054228752851486206,0.013517855666577816,0.029551321640610695,0.02548235096037388,0.07927586883306503,0.03431917354464531,0.013426404446363449,0.020169933756192523,0.019638797974613965,0.01591688197217735,0.3954081226072433,0.016084296881467286,0.4854854854854855,1.890625,1.4477730714635437
122,microsoft_5d,0,0.048421792685985565,0.014451634138822556,0.1449536383152008,0.026299765333533287,0.3661009669303894,0.10703947395086288,0.01471819169819355,0.018632095535596208,0.01845401684737934,0.01707522726237317,0.1393388408035487,0.0070070330218871355,0.5265265265265265,1.40625,1.481984326047111
123,microsoft_5d,1,0.020305486395955086,0.02499712072312832,0.08486734330654144,0.03425169363617897,0.3374424874782562,0.05032724887132645,0.01471819169819355,0.018632095535596208,0.01845401684737934,0.01707522726237317,0.1393388408035487,0.0070070330218871355,0.5265265265265265,1.40625,1.481984326047111
124,amazon_dotcom_bubble,0,0.014552340842783451,0.0064455680549144745,0.0143109867349267,0.022450793534517288,0.02336788922548294,0.01242760382592678,0.006567895878106356,0.010719357396165528,0.008519514106315781,0.007763133837803731,0.22902279956938357,0.013757390328137267,0.46546546546546547,1.59375,1.4154962949695966
125,amazon_dotcom_bubble,1,0.009348289109766483,0.006442091893404722,0.01618114858865738,0.028056977316737175,0.017787478864192963,0.01402419526129961,0.006567895878106356,0.010719357396165528,0.008519514106315781,0.007763133837803731,0.22902279956938357,0.013757390328137267,0.46546546546546547,1.59375,1.4154962949695966
126,jpmorgan_2008_crisis,0,0.3144381642341614,0.029604841023683548,0.05020606517791748,0.05409673601388931,0.09421686828136444,0.046285342425107956,0.030119583010673523,0.050315346821211276,0.035066751665128404,0.033655393269576304,0.3638992749151303,0.016621723589717207,0.43743743743743746,1.5625,1.4107268111571756
127,jpmorgan_2008_crisis,1,0.3479054272174835,0.029551176354289055,0.05131342262029648,0.07088056206703186,0.06417375057935715,0.07962096482515335,0.030119583010673523,0.050315346821211276,0.035066751665128404,0.033655393269576304,0.3638992749151303,0.016621723589717207,0.43743743743743746,1.5625,1.4107268111571756
128,sp500_financial_crisis,0,0.013426064513623714,0.012268824502825737,0.015457570552825928,0.01718498021364212,0.01919751800596714,0.019271815195679665,0.00992550514638424,0.013278965751330052,0.012624374807939081,0.01120759524819237,0.3352014349496677,0.014281188253569882,0.5435435435435435,1.8125,1.4944116201482776
129,sp500_financial_crisis,1,0.0222105011343956,0.012048227712512016,0.02418089099228382,0.016925685107707977,0.01960531249642372,0.018995938822627068,0.00992550514638424,0.013278965751330052,0.012624374807939081,0.01120759524819237,0.3352014349496677,0.014281188253569882,0.5435435435435435,1.8125,1.4944116201482776
130,sp500_covid_crash_val,0,0.025338834151625633,0.024930749088525772,0.030175261199474335,0.025989321991801262,0.03789319843053818,0.028326401486992836,0.02555619180202484,0.03296181547641755,0.030722163276849547,0.02643332153698029,0.37734275226081576,0.018488584904369554,0.5235235235235235,1.84375,1.4538223081466737
131,sp500_covid_crash_val,1,0.023660659790039062,0.02494097873568535,0.03027520887553692,0.02697940543293953,0.034850191324949265,0.02566099911928177,0.02555619180202484,0.03296181547641755,0.030722163276849547,0.02643332153698029,0.37734275226081576,0.018488584904369554,0.5235235235235235,1.84375,1.4538223081466737
132,sp500_covid_crash_test,0,0.05991102755069733,0.045935939997434616,0.059524547308683395,0.045185189694166183,0.07293663173913956,0.07372045516967773,0.050887323915958405,0.05454189846913021,0.059273461823568054,0.05574097503756957,0.3587767043638852,0.016254400216178105,0.5215215215215215,1.765625,1.4524007625838646
133,sp500_covid_crash_test,1,0.04704025387763977,0.04758947342634201,0.0687609314918518,0.050066620111465454,0.06474313139915466,0.07295617461204529,0.050887323915958405,0.05454189846913021,0.059273461823568054,0.05574097503756957,0.3587767043638852,0.016254400216178105,0.5215215215215215,1.765625,1.4524007625838646
134,tesla_volume_daily,0,0.051417600363492966,0.04983983561396599,0.049144305288791656,0.05412254482507706,0.05326384678483009,0.047047629952430725,0.055974528193473816,0.05921957118064165,0.056853437024008496,0.05947451654332344,1.0454095626715423,0.05272756301570591,0.5885885885885885,1.25,1.5512688750673203
135,tesla_volume_daily,1,0.050202738493680954,0.04935460910201073,0.048255711793899536,0.052234359085559845,0.050188783556222916,0.04772241413593292,0.055974528193473816,0.05921957118064165,0.056853437024008496,0.05947451654332344,1.0454095626715423,0.05272756301570591,0.5885885885885885,1.25,1.5512688750673203
136,johnson_johnson_daily,0,0.03310041129589081,0.02586229331791401,0.0505339540541172,0.029970087110996246,0.046068742871284485,0.0520847886800766,0.021935196593403816,0.038097207506497706,0.029672686082090442,0.027412196364809148,0.31675873883236516,0.01465827462648925,0.5275275275275275,1.6875,1.486176624505725
137,johnson_johnson_daily,1,0.030817735940217972,0.024382371455430984,0.03748815879225731,0.03013455681502819,0.10951361805200577,0.04057944938540459,0.021935196593403816,0.038097207506497706,0.029672686082090442,0.027412196364809148,0.31675873883236516,0.01465827462648925,0.5275275275275275,1.6875,1.486176624505725
138,coca_cola_daily,0,0.0364062562584877,0.030353868380188942,0.0735163763165474,0.034633636474609375,0.05502213537693024,0.03536272421479225,0.030939554795622826,0.04076634979248048,0.03763387660646804,0.03592343450934014,0.5598776729556062,0.0237930842237966,0.5325325325325325,1.546875,1.4696882765251016
139,coca_cola_daily,1,0.03680401295423508,0.03090958669781685,0.05096649006009102,0.03197276592254639,0.03220481052994728,0.034484006464481354,0.030939554795622826,0.04076634979248048,0.03763387660646804,0.03592343450934014,0.5598776729556062,0.0237930842237966,0.5325325325325325,1.546875,1.4696882765251016
